episode_id,description
E45,"Previous Interview Link: https://sanyambhutani.com/interview-with-kaggle-competitions-grandmaster--kazanova--rank--3---dr--marios-michailidis/

Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews Kaggle Legend, GM: Marios where they continue talking a lot about Kaggle and how Kaggle has helped Marios in his data science journey, and his data science work at H2O.ai, all about the projects where he is contributing to. 

They also discuss his recent gold winning solution to the data science bowl 2019 competition, the approaches shared by Marios are applied, even generally, outside of that competition. 

They also touch upon a very important topic that isn't discussed as much on this podcast, the personal side of things, and the personal sacrifices it takes to really become the best become the best in the world become the best on Kaggle, like the sacrifices it took Marios to become number one on Kaggle both in competitions and discussions. 

Links:

Solution by Marios' team: https://www.kaggle.com/c/data-science-bowl-2019/discussion/127221

DSB 2019 Competition: https://www.kaggle.com/c/data-science-bowl-2019/overview

H2O blog: https://www.h2o.ai/blog

Driverless AI: https://www.h2o.ai/products/h2o-driverless-ai/

Follow:
Marios Michailidis:
https://twitter.com/stacknet_?lang=en
https://www.linkedin.com/in/mariosmichailidis/
https://www.kaggle.com/kazanova

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
M0,"This episode is an introduction to the Mini-Chai Time Data Science series, about fast.ai summaries from Part 1, 2019 and a collection of things Jeremy Howard says to do.

About: 
The motivation behind the 3-4 min video/audio summaries is to allow our fellow fast.ai family members to review the lectures from Part 1, 2019 and ""Things Jeremy Says to do"" in a 3 min format. 

Jeremy Howard, mentions many pearls of wisdom that Many Thanks to Robert Bracco, Author of ""Things Jeremy Howard says to do"" are now also available in this format.

Reminder Note: This series is not a replacement in any format for the fast.ai lectures. It's supposed to act as supplementary material for the course.

Links: 

Take the course here: https://course.fast.ai

Things Jeremy Says to do thread: https://forums.fast.ai/t/things-jeremy-says-to-do/36682

Follow:

fast.ai: http://twitter.com/fastdotai

Jeremy Howard: http://twitter.com/jeremyphoward

Robbert Bracco: https://twitter.com/MadeUpMasters

Sanyam Bhutani: http://twitter.com/bhutanisanyam1"
M1,"This episode summarises Lesson 1: Image Classification from fast.ai Part-1 along with the things Jeremy says to do. 

About: 
The motivation behind the 3-4 min video/audio summaries is to allow our fellow fast.ai family members to review the lectures from Part 1, 2019 and ""Things Jeremy Says to do"" in a 3 min format. 

Jeremy Howard, mentions many pearls of wisdom that Many Thanks to Robert Bracco, Author of ""Things Jeremy Howard says to do"" are now also available in this format.


Reminder Note: This series is not a replacement in any format for the fast.ai lectures. It's supposed to act as supplementary material for the course.

Links: 

Take the course here: https://course.fast.ai

Things Jeremy Says to do thread: https://forums.fast.ai/t/things-jeremy-says-to-do/36682

Follow:

fast.ai: http://twitter.com/fastdotai

Jeremy Howard: http://twitter.com/jeremyphoward

Robbert Bracco: https://twitter.com/MadeUpMasters

Sanyam Bhutani: http://twitter.com/bhutanisanyam1"
M2,"This episode reviews lesson 2 from fast.ai Part 1, 2019 and the Things Jeremy says to do

About: 
The motivation behind the 3-4 min video/audio summaries is to allow our fellow fast.ai family members to review the lectures from Part 1, 2019 and ""Things Jeremy Says to do"" in a 3 min format. 

Jeremy Howard, mentions many pearls of wisdom that Many Thanks to Robert Bracco, Author of ""Things Jeremy Howard says to do"" are now also available in this format.


Reminder Note: This series is not a replacement in any format for the fast.ai lectures. It's supposed to act as supplementary material for the course.

Links: 

Take the course here: https://course.fast.ai

Things Jeremy Says to do thread: https://forums.fast.ai/t/things-jeremy-says-to-do/36682

Follow:

fast.ai: http://twitter.com/fastdotai

Jeremy Howard: http://twitter.com/jeremyphoward

Robbert Bracco: https://twitter.com/MadeUpMasters

Sanyam Bhutani: http://twitter.com/bhutanisanyam1"
M3,"This episode reviews Lesson 3 from fast.ai Part 1, 2019 and the Things Jeremy says to do

About: 
The motivation behind the 3-4 min video/audio summaries is to allow our fellow fast.ai family members to review the lectures from Part 1, 2019 and ""Things Jeremy Says to do"" in a 3 min format. 

Jeremy Howard, mentions many pearls of wisdom that Many Thanks to Robert Bracco, Author of ""Things Jeremy Howard says to do"" are now also available in this format.


Reminder Note: This series is not a replacement in any format for the fast.ai lectures. It's supposed to act as supplementary material for the course.

Links: 

Take the course here: https://course.fast.ai

Things Jeremy Says to do thread: https://forums.fast.ai/t/things-jeremy-says-to-do/36682

Follow:

fast.ai: http://twitter.com/fastdotai

Jeremy Howard: http://twitter.com/jeremyphoward

Robbert Bracco: https://twitter.com/MadeUpMasters

Sanyam Bhutani: http://twitter.com/bhutanisanyam1"
M4,"This episode reviews Lesson 4 from fast.ai Part 1, 2019 and the Things Jeremy says to do

About: 
The motivation behind the 3-4 min video/audio summaries is to allow our fellow fast.ai family members to review the lectures from Part 1, 2019 and ""Things Jeremy Says to do"" in a 3 min format. 

Jeremy Howard, mentions many pearls of wisdom that Many Thanks to Robert Bracco, Author of ""Things Jeremy Howard says to do"" are now also available in this format.


Reminder Note: This series is not a replacement in any format for the fast.ai lectures. It's supposed to act as supplementary material for the course.

Links: 

Take the course here: https://course.fast.ai

Things Jeremy Says to do thread: https://forums.fast.ai/t/things-jeremy-says-to-do/36682

Follow:

fast.ai: http://twitter.com/fastdotai

Jeremy Howard: http://twitter.com/jeremyphoward

Robbert Bracco: https://twitter.com/MadeUpMasters

Sanyam Bhutani: http://twitter.com/bhutanisanyam1"
M5,"This episode reviews Lesson 5 from fast.ai Part 1, 2019 and the Things Jeremy says to do

About: 
The motivation behind the 3-4 min video/audio summaries is to allow our fellow fast.ai family members to review the lectures from Part 1, 2019 and ""Things Jeremy Says to do"" in a 3 min format. 

Jeremy Howard, mentions many pearls of wisdom that Many Thanks to Robert Bracco, Author of ""Things Jeremy Howard says to do"" are now also available in this format.


Reminder Note: This series is not a replacement in any format for the fast.ai lectures. It's supposed to act as supplementary material for the course.

Links: 

Take the course here: https://course.fast.ai

Things Jeremy Says to do thread: https://forums.fast.ai/t/things-jeremy-says-to-do/36682

Follow:

fast.ai: http://twitter.com/fastdotai

Jeremy Howard: http://twitter.com/jeremyphoward

Robbert Bracco: https://twitter.com/MadeUpMasters

Sanyam Bhutani: http://twitter.com/bhutanisanyam1"
M6,"This episode reviews Lesson 6 from fast.ai Part 1, 2019 and the Things Jeremy says to do

About: 
The motivation behind the 3-4 min video/audio summaries is to allow our fellow fast.ai family members to review the lectures from Part 1, 2019 and ""Things Jeremy Says to do"" in a 3 min format. 

Jeremy Howard, mentions many pearls of wisdom that Many Thanks to Robert Bracco, Author of ""Things Jeremy Howard says to do"" are now also available in this format.


Reminder Note: This series is not a replacement in any format for the fast.ai lectures. It's supposed to act as supplementary material for the course.

Links: 

Take the course here: https://course.fast.ai

Things Jeremy Says to do thread: https://forums.fast.ai/t/things-jeremy-says-to-do/36682

Follow:

fast.ai: http://twitter.com/fastdotai

Jeremy Howard: http://twitter.com/jeremyphoward

Robbert Bracco: https://twitter.com/MadeUpMasters

Sanyam Bhutani: http://twitter.com/bhutanisanyam1"
M7,"This episode reviews Lesson 7 from fast.ai Part 1, 2019 and the Things Jeremy says to do

About: 
The motivation behind the 3-4 min video/audio summaries is to allow our fellow fast.ai family members to review the lectures from Part 1, 2019 and ""Things Jeremy Says to do"" in a 3 min format. 

Jeremy Howard, mentions many pearls of wisdom that Many Thanks to Robert Bracco, Author of ""Things Jeremy Howard says to do"" are now also available in this format.


Reminder Note: This series is not a replacement in any format for the fast.ai lectures. It's supposed to act as supplementary material for the course.

Links: 

Take the course here: https://course.fast.ai

Things Jeremy Says to do thread: https://forums.fast.ai/t/things-jeremy-says-to-do/36682

Follow:

fast.ai: http://twitter.com/fastdotai

Jeremy Howard: http://twitter.com/jeremyphoward

Robbert Bracco: https://twitter.com/MadeUpMasters

Sanyam Bhutani: http://twitter.com/bhutanisanyam1"
M8,"This episode reviews Lesson 8 from fast.ai Part 1, 2019 and the Things Jeremy says to do

About: 
The motivation behind the 3-4 min video/audio summaries is to allow our fellow fast.ai family members to review the lectures from Part 1, 2019 and ""Things Jeremy Says to do"" in a 3 min format. 

Jeremy Howard, mentions many pearls of wisdom that Many Thanks to Robert Bracco, Author of ""Things Jeremy Howard says to do"" are now also available in this format.


Reminder Note: This series is not a replacement in any format for the fast.ai lectures. It's supposed to act as supplementary material for the course.

Links: 

Take the course here: https://course.fast.ai

Things Jeremy Says to do thread: https://forums.fast.ai/t/things-jeremy-says-to-do/36682

Follow:

fast.ai: http://twitter.com/fastdotai

Jeremy Howard: http://twitter.com/jeremyphoward

Robbert Bracco: https://twitter.com/MadeUpMasters

Sanyam Bhutani: http://twitter.com/bhutanisanyam1"
E46,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience/episodes/Interview-with-Tarin-Clanuwat--Classical-Japanese-Literature--ML--Kuzushiji-recognition-kaggle-comp-eb4rh6

Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Dr. Tarin Clanuwat, who's currently an assistant professor at the National Institute of Informatics in Japan. 

Tarin holds a PhD in Japanese literature and has followed-a traditional path in classical Japanese literature. 

Tarin has been doing some amazing research around Japanese literature including her work on Kuzushiji, they talk all about her background, her journey in classical literature and her journey in machine learning and her current research which is in the intersection of both. 

Links: 
https://www.youtube.com/watch?v=maR9ibJ2r7g

https://www.kaggle.com/c/kuzushiji-recognition

https://scholar.google.com/citations?user=oGpFVUUAAAAJ&hl=en

Follow:
Tarin:
https://twitter.com/tkasasagi/

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every Sunday, Thursday available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E47,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews Kaggle Master & Senior Data Scientist: John Miller 

John Miller is one of the peoples similar from the league of guests on the show who started working in data science, even before it was called data science. And in this interview, they talk about his journey and how data science and his work has evolved. 

Over the years, John has contributed to different roles. And they talk about all of them, including his current work at h2o.ai. 

They also discussed his winning solution to the NFL first and future analytics Kaggle competition, where John had even created a real world impact via Kaggle competition, yes, via Kaggle competition even in the previous year where he had won the competition and his findings led to the change of a rule. 

Similar to last year, John has again won the competition this year as well. And they talked about his findings about the NFL and his discoveries while working on the competition.

Links:

https://www.kaggle.com/jpmiller/nfl-1standfuture-report

https://www.linkedin.com/pulse/would-your-machine-learning-model-hold-up-court-john-miller/

https://www.kaggle.com/c/nfl-playing-surface-analytics/discussion/126164

https://www.kaggle.com/c/nfl-playing-surface-analytics/discussion/125977

Follow:
John Miller:
https://twitter.com/johnmillertx
https://www.linkedin.com/in/johnmiller/
https://www.kaggle.com/jpmiller

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E48,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Kaggle Grandmaster, Christof Henkel.

They talk a lot about his previous assumed life of having worked as a construction worker, about Christof's Kaggle experience how he got interested in Kaggle, his Kaggle journey, his Kaggle pipeline, and his recent second position solution to Google's quest competition.

They also discuss Christof's, new job at rapids.ai where he's just joined as a senior deep learning data scientist. 


Links: 
https://rapids.ai
https://github.com/rapidsai

https://www.kaggle.com/c/google-quest-challenge/discussion/129978

Referenced Interviews:
The Zoo: https://youtu.be/_Srv0bKmfjY
Even Oldridge: https://youtu.be/-WzXIV8P_Jk

Follow: 
Christof Henkel:
https://twitter.com/kagglingdieter
https://www.linkedin.com/in/dr-christof-henkel-766a54ba/
https://www.kaggle.com/christofhenkel


Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E49,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews Parul Pandey, data evangelist at h2o.ai and they talk all about what her role as a data evangelist means and her work at h2o. 

Personal Note: I've been a fan of her blog posts. And this podcast is all about her secrets to blogging along with all of the amazing things that she's been contributing to including meetups evangelising, or sharing amazing things on LinkedIn and Twitter. 

They discuss all about her journey into the field. Her advices to future aspirants. 

Parul is a great contributor to the women in Data Science community, and they discuss about WiDS and how can others who recognize the community contribute towards it.

Follow:
Parul Pandey: 
https://www.linkedin.com/in/parulpandeyindia/?originalSubdomain=in
https://twitter.com/pandeyparul
https://t.co/qyR0tpZVnA?amp=1

WiDS Hyderabad:
https://twitter.com/WiMLDS_HYD

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E50,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews a data scientist, but from the other side of the world, a data scientist at Kaggle, Walter Reade, also known as ""Inversion"" famously on Kaggle. 

Walter, was the first Kaggle discussions Grand Master. In this interview, they talk all about his journey into data science and on Kaggle how his journey into data science started via Kaggle. 

Walter holds a PhD in chemical engineering. This interview also talks a lot about the science in data science, how Walter has approached problems over the years. And also what does data science on the other side of Kaggle. 

Personal Note: I feel this is a very special interview in the sense that this time it's a Kaggle Grand Master that is a part of Kaggle's team.

Follow: 
Walter Reade:
https://twitter.com/walterreade
https://www.linkedin.com/in/reade/

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E51,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

Subscribe to the newsletter for updates: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews a researcher, practitioner and open source contributor: Sergey Kolesnikov, creator of catalyst, which is a  deep learning and reinforcement learning framework based on Pytorch. 

In this interview, they talk all about Sergey's journey into the field of machine learning and reinforcement learning. His thoughts about open source development and the story of catalyst, how the development of catalyst started the story behind it, and its current features, the ecosystem. And what all can it support. 

They also talk a lot about the community in machine learning open data science community as well. Sergey shares many great advices about software engineering and open source development as well. 

Follow: 
Sergey Kolesnikov
https://twitter.com/scitator?lang=en
https://t.co/ahXByAInFI?amp=1

Catalyst:
https://twitter.com/catalyst_core
https://github.com/catalyst-team/catalyst

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E52,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

Subscribe to the newsletter for updates: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Dr. Russ Wolfinger, Director of scientific discovery and genomics at SAS, a department which he had started.

In this interview, they talk all about his journey into the field, how his Stats and software development evolved over the years. 

Russ is also kaggle Grandmaster in the competition tier. They talk a lot about kaggle. His approach to kaggle his his viewpoints on kaggle, and best advice is to new big new joiners/beginners. 

This interview is an amazing intersection of statistics, data science and data science applied to kaggle and the real world. We also talk a lot about kaggle as a platform for learning data science and applying your skills how to get better at kaggle and data science broadly speaking. So thank you to Russ for sharing all of those amazing advises!

Follow: 
Dr. Russ Wolfinger:
https://www.linkedin.com/in/russ-wolfinger-5ab7999/
https://www.kaggle.com/sasrdw

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E53,"Note: Correction from the intro: Erin is the *co-founder* of R-Ladies Global & Founder of WiMLDS.

Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews one of the inspirations for the complete Machine Learning Community: Dr. Erin Ledell, chief machine learning scientist at H2O.ai. 

Erin holds a PhD from UC Berkeley where her research was focused on machine learning and computational stats, and she has worked in the software industry before joining H2O. 

They talk all about her journey into the field into starts machine learning and her journey at H2O along with h2o's open source products, h2o-auto ML.

Erin clarifies the question of the difference between h2o, h2o-3 and h2o auto ML, so please stay tuned if you're curious to find out the answer to that. 

They discuss about her work at h2o.ai and Erin shares many great advisors and opinions about auto ML and software or software tools for data scientists or humans generally speaking, 

Erin is the (co)-founder of Rladies and women in machine learning and data science. They talk about her contributions to the community and how can  outsiders or just newcomers contribute to this.

Links:
http://wimlds.org
https://rladies.org

H2O:
https://www.h2o.ai
H2O Tutorials: http://docs.h2o.ai/h2o-tutorials/latest-stable/
https://github.com/h2oai/h2o-3

Follow:
Erin LeDell:
https://twitter.com/ledell
https://www.linkedin.com/in/erin-ledell/
https://github.com/ledell

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E54,"Previous Interview: https://hackernoon.com/interview-with-deep-learning-researcher-at-fast-ai-sylvain-gugger-7cb08fe2ff53

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews another hero from the fastai family: Sylvain who's a research scientist at fast.ai 

In this interview they talk about a lot of exciting, upcoming developments from the fast.ai research lab, the framework, the book and the upcoming course. 

The upcoming course will be released along with the book and the library as a MOOC later, around the middle of this year. 

They discuss about what we can expect from the library, the course and the book. The efforts go into these and what topics is the book and the course going to cover is the newer version.

Links: 
Fast.ai Course: 
https://course.fast.ai
https://twitter.com/fastdotai
Book: http://shop.oreilly.com/product/0636920216391.do
https://www.amazon.com/Deep-Learning-Coders-fastai-PyTorch/dp/1492045527

Interview with Jeremy Howard: https://www.youtube.com/watch?v=205j37G1cxw

Follow: 
Sylvain Gugger:
https://twitter.com/guggersylvain
https://sgugger.github.io/pages/about-me.html

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E55,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this special version of the podcast, Sanyam Bhutani is in conversation with the complete SharpestMinds team: Edouard Harris, Russell Pollari and Jeremie Harris. 

They talk a lot about learning to learn. The theme, broadly speaking, learning to learn applied to the business, the startup and the data science world. 

They discuss multiple ideas of how to get a break into the data science field, how should you go about learning. 

How should you go about putting projects on your resume of what projects to put on your resume and when you really know that you're ready for a job?

Links:
Interview with Ed: https://www.youtube.com/watch?v=69urmSt34Ac

SharpestMinds: https://www.sharpestminds.com
https://twitter.com/sharpestmindsai?lang=en
https://www.linkedin.com/company/sharpestminds/

Follow:
Edouard Harris:
https://twitter.com/neutronsNeurons
https://medium.com/@edouard_harris

Russell Pollari: 
https://twitter.com/russ_poll
https://www.linkedin.com/in/russell-pollari-b555895a
https://russellpollari.com

Jeremie Harris:
https://twitter.com/jeremiecharris
https://www.linkedin.com/in/jeremieharris
https://medium.com/@jeremie_sharpestminds

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E56,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Dmytro Mushkin, who's currently a computer vision researcher and PhD student at the Czech Technical University in Prague. 

They talk all about Dmytro, his journey into deep learning and his journey into research. Dmytro has put out some amazing research work over the past few years, and they talk about how he approaches research in general, his take on research and his suggestion to future aspiring researchers. 

Dymtro is an active Kaggler and he has accomplished amazing results on many competitions/ This interview covers a lot of ideas around education, research, and practice. 

Follow: 
Dmytro Mushkin:
https://twitter.com/ducha_aiki
http://cmp.felk.cvut.cz/~mishkdmy/
https://www.kaggle.com/oldufo

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E57,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews legendary Kaggle GrandMaster: Mark Landry. 

They talk all about Mark's journey into machine learning: 

How he got interested in machine learning? How did he discover Kaggle? His addiction for Kaggle? How his approach on Kaggle has evolved over all of these years that he's been active on the platform?

They talked about his journey at h2o: he's been at h2o.ai for a few years now. They also talk about auto ML, we reveal interesting story: AutoML at h2o.ai was originally called AutoMarkLandry. And there's a lot of discussion around data science on and off Kaggle, how to approach Kaggle or data science problems. 

This one is all about data science, Kaggle, and h2o.ai but it's true to the three words, they talk all about these three words and Mark's journey in all of these three.

Follow:
Mark Landry:
https://twitter.com/mark_a_landry
https://www.linkedin.com/in/mark-landry-78b863a/
https://www.kaggle.com/mlandry

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E58,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews founder and CEO at decision.ai: Dan Becker, you might know Dan as the creator of Kaggle learn where he enabled, or actually democratised a lot of machine learning courses that he created on kaggle.com/learn. 

In this episode, they talk all about Dan's journey into the field. Dan's work at Kaggle, where he created Kaggle learn. They talk a lot about MOOCs: open online courses. What does it take to become a data scientist? And how can MOOCs come into the picture for you? How can you think of ideas or projects that can help you build a portfolio? 

They also talk about Dan's new venture decision.ai, which he's just recently started, Dan already has been a contributor to Keras and TensorFlow and has done projects, consulting projects for six companies in the Fortune 100 list of companies. They of course, talk about how that was helpful in Dan's new journey.

Links:
https://decision.ai/example
https://decision.ai
https://www.kaggle.com/learn/overview

Follow:
Dan Becker:
https://twitter.com/dan_s_becker
https://www.kaggle.com/dansbecker

dan@decision.ai. 

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E59,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

Subscribe to the newsletter for updates: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Suzana Ilić who's currently a PhD student in the domain of NLP and also the co founder and director of Machine Learning Tokyo. 

In this interview they discuss about Suzana's journey into machine learning and how she discovered her passion for machine learning and NLP. They also discuss all about her efforts to democratize AI through her awesome community efforts & about Machine Learning Tokyo community.

How community building can help you take away many skill sets or personal growth aspects. Suzana shares her journey as the co founder of Machine Learning Tokyo. 

They discuss an important topic, about inclusivity in AI in community. Fostering an environment that encourages beginners while also being inclusive to a huge extent. Machine learning Tokyo has been a platform for open science, open education and open project development discuss about all of these three aspects including the projects, research, and education that has come out of it. 

Follow:
Suzana Ilić:
https://twitter.com/suzatweet
https://www.linkedin.com/in/suzanailic/
https://github.com/suzana-ilic

Machine Learning Tokyo:
https://www.meetup.com/Machine-Learning-Tokyo/
https://mltokyo.ai
https://github.com/Machine-Learning-Tokyo

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
